iter	Logloss
127	0.1045384114
128	0.1039353347
129	0.102081669
130	0.1015099675
131	0.1007799725
132	0.100164491
133	0.09852924222
134	0.0981284821
135	0.09776911169
136	0.09741318144
137	0.09719025023
138	0.09663535819
139	0.09522353325
140	0.09486344238
141	0.09451526402
142	0.0941690265
143	0.09328657648
144	0.09274139042
145	0.092510578
146	0.09210955033
147	0.09127133604
148	0.09047130639
149	0.09001796521
150	0.08963502341
151	0.08930209548
152	0.08835866541
153	0.08776351961
154	0.08710509809
155	0.08672428552
156	0.0865278837
157	0.08644999264
158	0.08599842217
159	0.08517085939
160	0.08469509954
161	0.08398378124
162	0.08293352982
163	0.08278281796
164	0.08245970541
165	0.08241206337
166	0.08235107044
167	0.08172046358
168	0.08144375477
169	0.08065159674
170	0.08028317744
171	0.07985505321
172	0.07943858686
173	0.07936825505
174	0.07816912531
175	0.07747915795
176	0.07673810203
177	0.07646298876
178	0.07618681274
179	0.07584160512
180	0.07536000109
181	0.07504346828
182	0.07446527488
183	0.07341635147
184	0.07290521835
185	0.07259668666
186	0.07156522517
187	0.07135073943
188	0.07074623089
189	0.07027144313
190	0.06985550315
191	0.06953157649
192	0.06938273072
193	0.06897717707
194	0.06882690478
195	0.0686100563
196	0.06789764474
197	0.0673876377
198	0.06714556201
199	0.06675720611
200	0.06636975916
201	0.06591533879
202	0.06533597687
203	0.06521986964
204	0.06498859376
205	0.06449620041
206	0.06374729994
207	0.06345202315
208	0.06292220342
209	0.06215193597
210	0.06185698664
211	0.06168707199
212	0.0615179439
213	0.06066254785
214	0.06021771856
215	0.05979650064
216	0.05960916835
217	0.05918524463
218	0.0587341355
219	0.05853286699
220	0.0582834757
221	0.05806526895
222	0.05767602359
223	0.05734210638
224	0.05690827385
225	0.05627990925
226	0.05588414766
227	0.05535994776
228	0.05522544999
229	0.05505454036
230	0.05488031426
231	0.05451992278
232	0.05434314573
233	0.05413225018
234	0.05388337125
235	0.05348948082
236	0.05327943513
237	0.05290657558
238	0.05250861232
239	0.05232828606
240	0.05216248739
241	0.05200773303
242	0.05149205303
243	0.05104975305
244	0.05084980274
245	0.05031989412
246	0.05010216574
247	0.04973114581
248	0.04962930753
249	0.0493809811
250	0.04852379435
251	0.04821434862
252	0.04793774384
253	0.04755006266
254	0.04717782617
255	0.04683392325
256	0.0464618862
257	0.0461399433
258	0.04580431209
259	0.04558386398
260	0.04526618877
261	0.0449167704
262	0.04448352808
263	0.04418878081
264	0.04390770953
265	0.04361094617
266	0.04328545617
267	0.04293460388
268	0.0426816626
269	0.04239022468
270	0.04201620192
271	0.04169448171
272	0.04157861509
273	0.04144634542
274	0.04124409686
275	0.04109011726
276	0.0409230028
277	0.04071213014
278	0.04055297742
279	0.04025699758
280	0.04006634937
281	0.03986305713
282	0.03958949862
283	0.03934995485
284	0.03912088978
285	0.03887593523
286	0.03857962498
287	0.03840774766
288	0.03830080776
289	0.0379950694
290	0.03766668692
291	0.03735488299
292	0.03716857358
293	0.03695621976
294	0.03672385096
295	0.03654698134
296	0.03629999905
297	0.03612349626
298	0.03566669781
299	0.03537634865
300	0.03521243182
301	0.03511610489
302	0.0348070469
303	0.03471538346
304	0.03463011483
305	0.03437657725
306	0.03418485436
307	0.03398629239
308	0.03392742191
309	0.03370933216
310	0.0334840283
311	0.03329985684
312	0.03319514168
313	0.03303852085
314	0.03268813684
315	0.03247155634
316	0.03221032449
317	0.03203116565
318	0.03188755011
319	0.03175368161
320	0.03160017129
321	0.03136363444
322	0.03125094463
323	0.03101099052
324	0.03082495029
325	0.03066392192
326	0.03044828235
327	0.03030581036
328	0.0299813843
329	0.02973683715
330	0.02954459573
331	0.0293402172
332	0.02925186862
333	0.02907152058
334	0.02883702879
335	0.02865387338
336	0.02851234657
337	0.02840896221
338	0.02824661527
339	0.02803683367
340	0.02784082033
341	0.02766785368
342	0.02756064232
343	0.02742973508
344	0.02713386285
345	0.02702482394
346	0.02685594083
347	0.02670191606
348	0.02645460567
349	0.02632400428
350	0.02607802581
351	0.02596637295
352	0.02578581799
353	0.02574800731
354	0.02558536535
355	0.02543129107
356	0.02529722855
357	0.02511642589
358	0.02500207965
359	0.02477533392
360	0.02455616665
361	0.02445676077
362	0.02432699518
363	0.0241628807
364	0.02395893781
365	0.02387299055
366	0.02376400019
367	0.0236402779
368	0.02350734784
369	0.02336805762
370	0.02323275563
371	0.02316468088
372	0.02304778804
373	0.02292478495
374	0.02284152575
375	0.02279000788
376	0.02266106289
377	0.02259371745
378	0.02245782183
379	0.02229737063
380	0.02221393154
381	0.02202604328
382	0.02191590142
383	0.0218553374
384	0.02170609182
385	0.02161584941
386	0.02152347139
387	0.02142270575
388	0.02131441462
389	0.02125578799
390	0.02115756211
391	0.02106539381
392	0.02102177357
393	0.02088644017
394	0.02077161928
395	0.02066750586
396	0.0205637436
397	0.02043535527
398	0.02034677974
399	0.02023643323
400	0.02002919121
401	0.01992793424
402	0.01982643403
403	0.01973267346
404	0.01965604779
405	0.01950675732
406	0.01935398701
407	0.0193164439
408	0.01924898868
409	0.01916922111
410	0.01910423931
411	0.01889637301
412	0.01878818189
413	0.01875389407
414	0.01865470257
415	0.01859051274
416	0.01851277197
417	0.01840728313
418	0.0182621113
419	0.01818981119
420	0.01810027716
421	0.01804853929
422	0.01801680954
423	0.01787493622
424	0.0178219772
425	0.01772701254
426	0.01765107742
427	0.01761274058
428	0.01751351592
429	0.01743943379
430	0.01731853284
431	0.01720529832
432	0.01715004677
433	0.01704008224
434	0.01698341581
435	0.0168717516
436	0.0167310472
437	0.01666874512
438	0.01659299441
439	0.01652868905
440	0.01648252149
441	0.01641697208
442	0.01624469345
443	0.01615973144
444	0.01609681603
445	0.01599459623
446	0.01590614646
447	0.0158621275
448	0.01580149396
449	0.01576155959
450	0.01567203159
451	0.01562009444
452	0.01551901049
453	0.01546346508
454	0.01537742399
455	0.01532063244
456	0.01527338026
457	0.0151707195
458	0.01512132265
459	0.01505430709
460	0.01498286798
461	0.01491922796
462	0.01475182929
463	0.01470853196
464	0.01463911753
465	0.01458998849
466	0.01451178865
467	0.01445879039
468	0.01440916527
469	0.01436255507
470	0.01425615841
471	0.01417629249
472	0.01407300981
473	0.01396466413
474	0.01391012579
475	0.01384660779
476	0.01375544906
477	0.01365933405
478	0.01358142049
479	0.01355037929
480	0.01351871245
481	0.01343086126
482	0.01331620683
483	0.01324702785
484	0.01320937646
485	0.01316977362
486	0.0131359683
487	0.01307128854
488	0.0130253997
489	0.01292305833
490	0.01285728766
491	0.01275662053
492	0.01267009792
493	0.0126227148
494	0.01258556493
495	0.01255636162
496	0.01252569429
497	0.01249037497
498	0.01243159828
499	0.01238902121
500	0.01235856669
501	0.01232373802
502	0.01227674868
503	0.01220743831
504	0.01216773653
505	0.01213200163
506	0.01207976626
507	0.01200658783
508	0.01193544969
509	0.01185265034
510	0.01179355492
511	0.01174343028
512	0.01171452227
513	0.01166182835
514	0.01160761839
515	0.0115577732
516	0.01151925649
517	0.01150893754
518	0.01148339477
519	0.01145663256
520	0.01141229106
521	0.0113679325
522	0.01131507961
523	0.01129836886
524	0.01125217793
525	0.01121694906
526	0.01117145707
527	0.01114383325
528	0.0110979969
529	0.01108255332
530	0.01103743841
531	0.0110088553
532	0.01097379451
533	0.01094236734
534	0.01092358341
535	0.0108820143
536	0.01084449809
537	0.01082491998
538	0.01077135253
539	0.01073391244
540	0.01070267523
541	0.01067512806
542	0.01061712267
543	0.01055514552
544	0.01048074029
545	0.01042396674
546	0.01034468418
547	0.01032346499
548	0.01027913316
549	0.010243372
550	0.01019253177
551	0.01013390504
552	0.01009180856
553	0.01004079357
554	0.009987564324
555	0.00994161701
556	0.009863561547
557	0.009793363732
558	0.009756516714
559	0.009740428273
560	0.009705167973
561	0.009644515687
562	0.009596830632
563	0.009561552487
564	0.009512383665
565	0.009465565495
566	0.009438634425
567	0.009414951396
568	0.009369899774
569	0.009349675714
570	0.009322477458
571	0.009295130564
572	0.009241990067
573	0.009198667891
574	0.009153333068
575	0.009124670451
576	0.0090940741
577	0.009069982734
578	0.009048588875
579	0.008998064492
580	0.008977505852
581	0.008948819598
582	0.008902579446
583	0.008864598333
584	0.008844209993
585	0.008829735367
586	0.008784828237
587	0.008768855718
588	0.0087240409
589	0.008696184194
590	0.00862208607
591	0.008595470348
592	0.008575830179
593	0.008560301021
594	0.008536866129
595	0.008528638559
596	0.008501879956
597	0.008457973035
598	0.008432610564
599	0.008390260699
600	0.008340828363
601	0.008318330186
602	0.008293697204
603	0.008271496963
604	0.008229838178
605	0.008218645408
606	0.008188085985
607	0.008155688703
608	0.008123873718
609	0.008104133898
610	0.008062769132
611	0.008032791636
612	0.007989535143
613	0.00796509691
614	0.007927427201
615	0.007866773489
616	0.007840672905
617	0.007783299279
618	0.007767409575
619	0.007711853532
620	0.007687482579
621	0.007677628449
622	0.007653247058
623	0.007616182069
624	0.00759521151
625	0.00755985273
626	0.007548174555
627	0.007524235259
628	0.007508883143
629	0.007492244895
630	0.007465425165
631	0.007444663297
632	0.007427042166
633	0.007390068583
634	0.00736283241
635	0.007342214915
636	0.007297656318
637	0.007268403257
638	0.007240806573
639	0.007212834806
640	0.007185453872
641	0.007165770556
642	0.007122138651
643	0.007097718029
644	0.007078003014
645	0.007043391745
646	0.007005041781
647	0.006981122878
648	0.006966460861
649	0.006939427767
650	0.006926513682
651	0.006900858356
652	0.006876152039
653	0.006856825327
654	0.006835780275
655	0.006809605599
656	0.00678705123
657	0.006747191588
658	0.006733771938
659	0.006714335451
660	0.006686142059
661	0.006660588939
662	0.006647884196
663	0.006639895409
664	0.006628568598
665	0.006607125959
666	0.006583423466
667	0.006554027621
668	0.006542666915
669	0.006521595577
670	0.006505134067
671	0.006475516866
672	0.006448553132
673	0.006410239065
674	0.00639863775
675	0.006389847503
676	0.006373387088
677	0.006364063302
678	0.006340931788
679	0.006320456421
680	0.00630358225
681	0.006289575828
682	0.006267737505
683	0.00624672894
684	0.006229820684
685	0.006209043723
686	0.006170401191
687	0.006155251168
688	0.006141903822
689	0.006113550183
690	0.006098232648
691	0.00608228404
692	0.006056005142
693	0.006028858156
694	0.006001113484
695	0.005974534712
696	0.005956413593
697	0.005937502265
698	0.005908831221
699	0.005893448016
700	0.005875148934
701	0.005856255257
702	0.005835278829
703	0.005818469189
704	0.005772612012
705	0.005744526276
706	0.005727910924
707	0.005700003305
708	0.005680379457
709	0.005670412658
710	0.005658730447
711	0.005634887717
712	0.005619265768
713	0.005592267991
714	0.005561937983
715	0.005548774952
716	0.005523999955
717	0.005510078465
718	0.005498471984
719	0.005482050276
720	0.005457907655
721	0.00542992587
722	0.005412135597
723	0.005399374858
724	0.005370915471
725	0.005354533691
726	0.005344426139
727	0.005324060239
728	0.005310716373
729	0.005296669225
730	0.005267580928
731	0.005235857684
732	0.005220247598
733	0.005206478622
734	0.005172061098
735	0.005145907417
736	0.005131277499
737	0.00511005979
738	0.005084804741
739	0.005075331778
740	0.005060280911
741	0.005034382521
742	0.00502113262
743	0.005001155291
744	0.00499447045
745	0.004975915524
746	0.004961555213
747	0.004938942617
748	0.004904739609
749	0.004882303863
750	0.004870075824
751	0.004861825059
752	0.004846228884
753	0.004822084439
754	0.004816936714
755	0.004794344276
756	0.004775917872
757	0.004759928083
758	0.004743104442
759	0.004733531819
760	0.004720742804
761	0.004700112564
762	0.004687939807
763	0.004673637335
764	0.004653542269
765	0.004646118129
766	0.004631827577
767	0.004616232222
768	0.004592721854
769	0.004569385306
770	0.004564054871
771	0.004561214599
772	0.00455530101
773	0.004542254131
774	0.004530067233
775	0.004513403492
776	0.004505888369
777	0.004494746008
778	0.004484581602
779	0.004476038405
780	0.004466068187
781	0.004440808802
782	0.004431356727
783	0.004421615218
784	0.004412087227
785	0.004399701428
786	0.004393351545
787	0.004372587182
788	0.00435870282
789	0.004347846613
790	0.004325982423
791	0.004300460239
792	0.004293009113
793	0.004267528544
794	0.004251805205
795	0.004235912885
796	0.004229112469
797	0.004213312428
798	0.004192259456
799	0.00418588615
800	0.004175640057
801	0.004167005849
802	0.004153931893
803	0.004138481089
804	0.004122238111
805	0.004109917096
806	0.004101848295
807	0.004081753846
808	0.004070903895
809	0.004055529489
810	0.004040581742
811	0.004031573659
812	0.004019006087
813	0.004012555911
814	0.003996629669
815	0.003989770985
816	0.003984970118
817	0.003974410958
818	0.00396177265
819	0.003945600105
820	0.003935109743
821	0.003931068645
822	0.003919794976
823	0.00391191606
824	0.003900004075
825	0.003891064141
826	0.003884070715
827	0.003875947791
828	0.003871290996
829	0.003865563292
830	0.003860728573
831	0.003849036226
832	0.003825646656
833	0.003815930006
834	0.003805869937
835	0.003797164052
836	0.003791375684
837	0.003780993705
838	0.003775427594
839	0.003765994106
840	0.003756921801
841	0.003751804128
842	0.003742082491
843	0.003735803481
844	0.003724963921
845	0.003722373856
846	0.003709278756
847	0.00369320654
848	0.003685443999
849	0.003673997243
850	0.003665409002
851	0.003657612565
852	0.003643412533
853	0.003640471618
854	0.003631306391
855	0.003628100994
856	0.003621140473
857	0.003601748255
858	0.003589130845
859	0.003581558341
860	0.003565952012
861	0.003556407071
862	0.003531168745
863	0.003521232035
864	0.003515679837
865	0.003511868598
866	0.003506265429
867	0.003501205414
868	0.00349276803
869	0.003472564934
870	0.003456144336
871	0.003435774925
872	0.003428947036
873	0.003415896671
874	0.00341008416
875	0.003400110345
876	0.003393482763
877	0.003385477414
878	0.003378727472
879	0.003374262893
880	0.003361111053
881	0.00335258697
882	0.00334668561
883	0.0033327228
884	0.003330501
885	0.003323316662
886	0.003320838447
887	0.003314559077
888	0.003306947452
889	0.003301448161
890	0.003290913426
891	0.003281232653
892	0.003279174886
893	0.003264332249
894	0.003249055364
895	0.003242217219
896	0.003235184314
897	0.003224930586
898	0.00322328266
899	0.003217648492
900	0.003210553026
901	0.003202404851
902	0.003193614795
903	0.003184589913
904	0.003174920513
905	0.003165469137
906	0.003161572601
907	0.003155795888
908	0.003146517733
909	0.003136978544
910	0.003131197523
911	0.003125654291
912	0.003121974744
913	0.003115097107
914	0.003108667902
915	0.003101263175
916	0.003084830658
917	0.003083492755
918	0.00308043698
919	0.00307345237
920	0.00306057379
921	0.003048470299
922	0.003040509969
923	0.003037318117
924	0.003032885811
925	0.00302726329
926	0.00302125691
927	0.003015703174
928	0.003008078041
929	0.003002156565
930	0.002989299791
931	0.002978895949
932	0.00297331091
933	0.002968171628
934	0.002960649096
935	0.002953813178
936	0.002941161624
937	0.002935395523
938	0.00292814106
939	0.002922304452
940	0.00291835812
941	0.002915159144
942	0.002911724127
943	0.002907946888
944	0.002902528378
945	0.002897630418
946	0.002880192208
947	0.002878385221
948	0.002864875516
949	0.002855401
950	0.002852869846
951	0.002849341508
952	0.002843812684
953	0.002840898535
954	0.002837552798
955	0.002836193191
956	0.002833503201
957	0.002827082001
958	0.002822619622
959	0.002816965149
960	0.002806392234
961	0.0028025988
962	0.002797226995
963	0.00278377731
964	0.002779383571
965	0.002771644926
966	0.002767705924
967	0.002764307402
968	0.002750352094
969	0.002747758765
970	0.002744557069
971	0.002739440967
972	0.002734757775
973	0.002721827993
974	0.002716577083
975	0.002712523845
976	0.002697628514
977	0.00269284163
978	0.002685177687
979	0.00267596198
980	0.002672138573
981	0.002667583461
982	0.002666197135
983	0.002660344191
984	0.002652415612
985	0.002640868773
986	0.002634558948
987	0.002628096028
988	0.002622285541
989	0.0026134997
990	0.002602263146
991	0.002597014222
992	0.002591697074
993	0.002587878172
994	0.002577991188
995	0.002570604754
996	0.00256202789
997	0.002559668284
998	0.00255586519
999	0.002548751438
1000	0.002537421544
1001	0.002531921779
1002	0.00252812664
1003	0.002524855942
1004	0.002517491397
1005	0.002512861704
1006	0.002508428111
1007	0.002505252052
1008	0.002495691789
1009	0.002489881684
1010	0.002486155913
1011	0.002477280724
1012	0.002471920923
1013	0.002463875598
1014	0.002457590062
1015	0.002454122072
1016	0.002438904475
1017	0.002434988425
1018	0.002430607959
1019	0.002428497184
1020	0.002416228915
1021	0.002412371908
1022	0.002406043072
1023	0.002402161293
1024	0.002399465908
1025	0.002393849229
1026	0.00238610014
1027	0.002383262689
1028	0.002381995356
1029	0.002373587586
1030	0.002363402601
1031	0.002357960935
1032	0.002352317933
1033	0.002344380584
1034	0.002333786904
1035	0.002324426926
1036	0.002320284667
1037	0.002318215794
1038	0.002311835406
1039	0.002306588408
1040	0.002301695525
1041	0.002295371849
1042	0.002291415505
1043	0.002287207669
1044	0.002283165441
1045	0.002279283468
1046	0.002275676042
1047	0.00227079465
1048	0.00226214975
1049	0.002258720921
1050	0.002250336453
1051	0.002240119998
1052	0.002235939212
1053	0.00222942285
1054	0.002228680566
1055	0.002224753124
1056	0.002218232125
1057	0.002215915867
1058	0.002214164082
1059	0.002213112225
1060	0.002206260003
1061	0.002201818617
1062	0.002198519932
1063	0.00219710658
1064	0.002193293654
1065	0.002190116222
1066	0.002182010457
1067	0.002180245716
1068	0.002174768013
1069	0.002174768013
1070	0.002172709692
1071	0.00216628332
1072	0.002163074282
1073	0.002159500108
1074	0.002155036947
1075	0.002146715931
1076	0.002142754492
1077	0.002137400327
1078	0.002137391718
1079	0.002132269127
1080	0.002126270151
1081	0.002122681306
1082	0.002119251488
1083	0.002112884642
1084	0.002106440133
1085	0.002102503163
1086	0.002096915347
1087	0.002092291808
1088	0.002092291808
1089	0.002089821074
1090	0.002082211419
1091	0.002078851868
1092	0.002076329528
1093	0.002073309148
1094	0.00207127775
1095	0.002066880332
1096	0.002061352244
1097	0.002059746609
1098	0.002057378892
1099	0.002052305941
1100	0.002043576708
1101	0.002038326726
1102	0.002030566218
1103	0.002024284134
1104	0.002016250906
1105	0.002014336855
1106	0.002011605943
1107	0.002009983826
1108	0.002006066171
1109	0.001998204553
1110	0.001994778259
1111	0.001992073507
1112	0.001988841408
1113	0.001984290432
1114	0.001982301301
1115	0.001978157963
1116	0.001975240291
1117	0.001973358258
1118	0.001971569048
1119	0.001968479644
1120	0.001967169376
1121	0.001965442983
1122	0.001963177401
1123	0.00196171696
1124	0.001954256757
1125	0.001950050735
1126	0.001944347053
1127	0.00192973623
1128	0.001924564725
1129	0.001919460175
1130	0.00191662217
1131	0.001914245055
1132	0.001914235904
1133	0.001906384565
1134	0.001902435061
1135	0.001899255969
1136	0.00189925361
1137	0.001897080988
1138	0.00189474799
1139	0.001889023561
1140	0.001885406323
1141	0.001882776808
1142	0.00187878134
1143	0.001875318759
1144	0.001874070487
1145	0.001870200388
1146	0.001863204848
1147	0.001861979372
1148	0.00185969481
1149	0.001857706927
1150	0.001854482299
1151	0.00185260952
1152	0.001849007846
1153	0.001844243176
1154	0.001843053652
1155	0.001834923129
1156	0.001829767384
1157	0.001827526675
1158	0.001827520763
1159	0.001817347677
1160	0.001811235268
1161	0.001810060833
1162	0.001803989749
1163	0.001801442673
1164	0.001798988086
1165	0.00179898779
1166	0.001794754188
1167	0.001791003493
1168	0.001788633269
1169	0.00178237711
1170	0.001777408355
1171	0.001775696821
1172	0.001772661395
1173	0.001768751364
1174	0.001764754736
1175	0.001764750691
1176	0.001757290362
1177	0.001755377821
1178	0.001753557679
1179	0.001750803033
1180	0.001745048573
1181	0.001742768954
1182	0.001738847974
1183	0.001733618532
1184	0.001731549379
1185	0.001728247117
1186	0.00172824631
1187	0.001724412311
1188	0.001723387656
1189	0.001721227892
1190	0.001715393294
1191	0.00171163712
1192	0.001705861595
1193	0.00170331504
1194	0.001696815293
1195	0.001692518386
1196	0.001691395325
1197	0.00168653376
1198	0.001682177338
1199	0.001680426952
